"","lemma_morphit","form_1ps_ind","formfreq_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","formfreq_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","formfreq_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","formfreq_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf","fonroot_noinc_1ps_ind"
"1709","intestare","intesto",46,"intesto","intest","-","are","intest","-","intesta",187,"intesta","intest","-","intestiamo",6,"intestiamo","intest","-","intesti",22,"intesti","intest","-",0,1,"-"
"1710","intimare","intimo",919,"intimo","intim","-","are","intim","-","intima",1309,"intima","intim","-","intimiamo",8,"intimiamo","intim","-","intimi",396,"intimi","intim","-",0,1,"-"
"1711","intitolare","intitolo",25,"intitolo","intitol","-","are","intitol","-","intitola",7081,"intitola","intitol","-","intitoliamo",23,"intitoliamo","intitol","-","intitoli",91,"intitoli","intitol","-",0,1,"-"
"1712","intonare","intono",134,"intono","inton","-","are","inton","-","intona",1211,"intona","inton","-","intoniamo",47,"intoniamo","inton","-","intoni",39,"intoni","inton","-",0,1,"-"
"1713","intossicare","intossico",8,"intossiko","intossik","k","are","intossik","k","intossica",124,"intossika","intossik","k","intossichiamo",3,"intossikiamo","intossik","k","intossichi",3,"intossiki","intossik","k",0,1,"-"
"1714","intralciare","intralcio",447,"intraltSo","intraltS","tS","are","intraltS","tS","intralcia",273,"intraltSa","intraltS","tS","intralciamo",8,"intraltSamo","intraltS","tS","intralci",266,"intraltSi","intraltS","tS",0,1,"-"
"1715","intrappolare","intrappolo",5,"intrappolo","intrappol","-","are","intrappol","-","intrappola",228,"intrappola","intrappol","-","intrappoliamo",3,"intrappoliamo","intrappol","-","intrappoli",11,"intrappoli","intrappol","-",0,1,"-"
"1716","intrecciare","intreccio",21,"intrettSo","intrettS","tS","are","intrettS","tS","intreccia",3512,"intrettSa","intrettS","tS","intrecciamo",27,"intrettSamo","intrettS","tS","intrecci",527,"intrettSi","intrettS","tS",0,1,"-"
"1717","introitare","introito",72,"introito","introit","-","are","introit","-","introita",72,"introita","introit","-","introitiamo",7,"introitiamo","introit","-","introiti",458,"introiti","introit","-",0,1,"-"
"1718","intrufolare","intrufolo",103,"intrufolo","intrufol","-","are","intrufol","-","intrufola",234,"intrufola","intrufol","-","intrufoliamo",3,"intrufoliamo","intrufol","-","intrufoli",15,"intrufoli","intrufol","-",0,1,"-"
"1719","invalidare","invalido",467,"invalido","invalid","-","are","invalid","-","invalida",381,"invalida","invalid","-","invalidiamo",5,"invalidiamo","invalid","-","invalidi",2614,"invalidi","invalid","-",0,1,"-"
"1720","invecchiare","invecchio",143,"invekkio","invekki","-","are","invekki","-","invecchia",1980,"invekkia","invekki","-","invecchiamo",87,"invekkiamo","invekki","-","invecchi",189,"invekki","invekk","k",0,1,"-"
"1721","inventare","invento",704,"invento","invent","-","are","invent","-","inventa",5289,"inventa","invent","-","inventiamo",458,"inventiamo","invent","-","inventi",601,"inventi","invent","-",0,1,"-"
"1722","inventariare","inventario",493,"inventario","inventari","-","are","inventari","-","inventaria",17,"inventaria","inventari","-","inventariamo",3,"inventariamo","inventari","-","inventari",240,"inventari","inventar","-",0,1,"-"
"1723","investigare","investigo",9,"investigo","investig","g","are","investig","g","investiga",225,"investiga","investig","g","investighiamo",21,"investigiamo","investig","g","investighi",32,"investigi","investig","g",0,1,"-"
"1724","inviare","invio",3401,"invio","invi","-","are","invi","-","invia",24798,"invia","invi","-","inviamo",1380,"inviamo","invi","-","invii",1487,"invii","invi","-",0,1,"-"
"1725","invidiare","invidio",2362,"invidio","invidi","-","are","invidi","-","invidia",922,"invidia","invidi","-","invidiamo",124,"invidiamo","invidi","-","invidi",116,"invidi","invid","-",0,1,"-"
"1726","invitare","invito",5076,"invito","invit","-","are","invit","-","invita",47430,"invita","invit","-","invitiamo",6597,"invitiamo","invit","-","inviti",5481,"inviti","invit","-",0,1,"-"
"1727","invocare","invoco",603,"invoko","invok","k","are","invok","k","invoca",5498,"invoka","invok","k","invochiamo",533,"invokiamo","invok","k","invochi",422,"invoki","invok","k",0,1,"-"
"1728","invogliare","invoglio",11,"invoLLo","invoLL","LL","are","invoLL","LL","invoglia",703,"invoLLa","invoLL","LL","invogliamo",7,"invoLLamo","invoLL","LL","invogli",109,"invoLLi","invoLL","LL",0,1,"-"
"1729","involare","involo",140,"involo","invol","-","are","invol","-","invola",798,"invola","invol","-","involiamo",3,"involiamo","invol","-","involi",26,"involi","invol","-",0,1,"-"
"1730","inzuppare","inzuppo",20,"inzuppo","inzupp","-","are","inzupp","-","inzuppa",117,"inzuppa","inzupp","-","inzuppiamo",56,"inzuppiamo","inzupp","-","inzuppi",35,"inzuppi","inzupp","-",0,1,"-"
"1731","ipotecare","ipoteco",8,"ipoteko","ipotek","k","are","ipotek","k","ipoteca",574,"ipoteka","ipotek","k","ipotechiamo",4,"ipotekiamo","ipotek","k","ipotechi",9,"ipoteki","ipotek","k",0,1,"-"
"1732","ipotizzare","ipotizzo",261,"ipotizzo","ipotizz","-","are","ipotizz","-","ipotizza",5918,"ipotizza","ipotizz","-","ipotizziamo",517,"ipotizziamo","ipotizz","-","ipotizzi",432,"ipotizzi","ipotizz","-",0,1,"-"
"1733","ironizzare","ironizzo",23,"ironizzo","ironizz","-","are","ironizz","-","ironizza",1525,"ironizza","ironizz","-","ironizziamo",7,"ironizziamo","ironizz","-","ironizzi",32,"ironizzi","ironizz","-",0,1,"-"
"1734","irradiare","irradio",7,"irradio","irradi","-","are","irradi","-","irradia",1018,"irradia","irradi","-","irradiamo",9,"irradiamo","irradi","-","irradi",53,"irradi","irrad","-",0,1,"-"
"1735","irrigare","irrigo",11,"irrigo","irrig","g","are","irrig","g","irriga",174,"irriga","irrig","g","irrighiamo",5,"irrigiamo","irrig","g","irrighi",21,"irrigi","irrig","g",0,1,"-"
"1736","irritare","irrito",68,"irrito","irrit","-","are","irrit","-","irrita",1284,"irrita","irrit","-","irritiamo",14,"irritiamo","irrit","-","irriti",86,"irriti","irrit","-",0,1,"-"
"1737","isolare","isolo",98,"isolo","isol","-","are","isol","-","isola",686,"isola","isol","-","isoliamo",99,"isoliamo","isol","-","isoli",205,"isoli","isol","-",0,1,"-"
"1738","ispezionare","ispeziono",47,"ispeziono","ispezion","-","are","ispezion","-","ispeziona",186,"ispeziona","ispezion","-","ispezioniamo",8,"ispezioniamo","ispezion","-","ispezioni",1157,"ispezioni","ispezion","-",0,1,"-"
"1739","ispirare","ispiro",223,"ispiro","ispir","-","are","ispir","-","ispira",12382,"ispira","ispir","-","ispiriamo",211,"ispiriamo","ispir","-","ispiri",949,"ispiri","ispir","-",0,1,"-"
"1740","issare","isso",261,"isso","iss","-","are","iss","-","issa",239,"issa","iss","-","issiamo",12,"issiamo","iss","-","issi",112,"issi","iss","-",0,1,"-"
"1741","istigare","istigo",14,"istigo","istig","g","are","istig","g","istiga",401,"istiga","istig","g","istighiamo",8,"istigiamo","istig","g","istighi",48,"istigi","istig","g",0,1,"-"
"1742","iterare","itero",14,"itero","iter","-","are","iter","-","itera",42,"itera","iter","-","iteriamo",7,"iteriamo","iter","-","iteri",21,"iteri","iter","-",0,1,"-"
"1743","lacerare","lacero",40,"latSero","latSer","-","are","latSer","-","lacera",730,"latSera","latSer","-","laceriamo",5,"latSeriamo","latSer","-","laceri",63,"latSeri","latSer","-",0,1,"-"
"1744","lagnare","lagno",87,"laNNo","laNN","NN","are","laNN","NN","lagna",245,"laNNa","laNN","NN","lagniamo",6,"laNNiamo","laNN","NN","lagni",118,"laNNi","laNN","NN",0,1,"-"
"1745","lambiccare","lambicco",20,"lambikko","lambikk","k","are","lambikk","k","lambicca",13,"lambikka","lambikk","k","lambicchiamo",6,"lambikkiamo","lambikk","k","lambicchi",21,"lambikki","lambikk","k",0,1,"-"
"1746","lamentare","lamento",1269,"lamento","lament","-","are","lament","-","lamenta",11834,"lamenta","lament","-","lamentiamo",1125,"lamentiamo","lament","-","lamenti",1320,"lamenti","lament","-",0,1,"-"
"1747","lanciare","lancio",1406,"lantSo","lantS","tS","are","lantS","tS","lancia",23497,"lantSa","lantS","tS","lanciamo",1130,"lantSamo","lantS","tS","lanci",754,"lantSi","lantS","tS",0,1,"-"
"1748","lasciare","lascio",16828,"laSSo","laSS","-","are","laSS","-","lascia",94652,"laSSa","laSS","-","lasciamo",12327,"laSSamo","laSS","-","lasci",12612,"laSSi","laSS","-",0,1,"-"
"1749","latitare","latito",56,"latito","latit","-","are","latit","-","latita",613,"latita","latit","-","latitiamo",6,"latitiamo","latit","-","latiti",32,"latiti","latit","-",0,1,"-"
"1750","laureare","laureo",238,"laureo","laure","-","are","laure","-","laurea",3169,"laurea","laure","-","laureiamo",6,"laureiamo","laure","-","laurei",109,"laurei","laure","-",0,1,"-"
"1751","lavare","lavo",1628,"lavo","lav","-","are","lav","-","lava",2137,"lava","lav","-","laviamo",227,"laviamo","lav","-","lavi",516,"lavi","lav","-",0,1,"-"
"1752","lavorare","lavoro",290,"lavoro","lavor","-","are","lavor","-","lavora",63347,"lavora","lavor","-","lavoriamo",4647,"lavoriamo","lavor","-","lavori",984,"lavori","lavor","-",0,1,"-"
"1753","leccare","lecco",407,"lekko","lekk","k","are","lekk","k","lecca",978,"lekka","lekk","k","lecchiamo",28,"lekkiamo","lekk","k","lecchi",130,"lekki","lekk","k",0,1,"-"
"1754","legalizzare","legalizzo",4,"legalizzo","legalizz","-","are","legalizz","-","legalizza",402,"legalizza","legalizz","-","legalizziamo",53,"legalizziamo","legalizz","-","legalizzi",58,"legalizzi","legalizz","-",0,1,"-"
"1755","legare","lego",926,"lego","leg","g","are","leg","g","lega",16650,"lega","leg","g","leghiamo",211,"legiamo","leg","g","leghi",1046,"legi","leg","g",0,1,"-"
"1756","legiferare","legifero",5,"ledGifero","ledGifer","-","are","ledGifer","-","legifera",508,"ledGifera","ledGifer","-","legiferiamo",18,"ledGiferiamo","ledGifer","-","legiferi",120,"ledGiferi","ledGifer","-",0,1,"-"
"1757","legittimare","legittimo",240,"ledGittimo","ledGittim","-","are","ledGittim","-","legittima",5569,"ledGittima","ledGittim","-","legittimiamo",31,"ledGittimiamo","ledGittim","-","legittimi",305,"ledGittimi","ledGittim","-",0,1,"-"
"1758","lesinare","lesino",14,"lesino","lesin","-","are","lesin","-","lesina",685,"lesina","lesin","-","lesiniamo",20,"lesiniamo","lesin","-","lesini",19,"lesini","lesin","-",0,1,"-"
"1759","levare","levo",621,"levo","lev","-","are","lev","-","leva",3430,"leva","lev","-","leviamo",264,"leviamo","lev","-","levi",1088,"levi","lev","-",0,1,"-"
"1760","libare","libo",25,"libo","lib","-","are","lib","-","liba",15,"liba","lib","-","libiamo",10,"libiamo","lib","-","libi",20,"libi","lib","-",0,1,"-"
"1761","liberalizzare","liberalizzo",3,"liberalizzo","liberalizz","-","are","liberalizz","-","liberalizza",313,"liberalizza","liberalizz","-","liberalizziamo",29,"liberalizziamo","liberalizz","-","liberalizzi",33,"liberalizzi","liberalizz","-",0,1,"-"
"1762","liberare","libero",430,"libero","liber","-","are","liber","-","libera",3959,"libera","liber","-","liberiamo",456,"liberiamo","liber","-","liberi",1644,"liberi","liber","-",0,1,"-"
"1763","librare","libro",34,"libro","libr","-","are","libr","-","libra",598,"libra","libr","-","libriamo",3,"libriamo","libr","-","libri",259,"libri","libr","-",0,1,"-"
"1764","licenziare","licenzio",213,"litSenzio","litSenzi","-","are","litSenzi","-","licenzia",1260,"litSenzia","litSenzi","-","licenziamo",48,"litSenziamo","litSenzi","-","licenzi",164,"litSenzi","litSenz","-",0,1,"-"
"1765","limare","limo",585,"limo","lim","-","are","lim","-","lima",772,"lima","lim","-","limiamo",7,"limiamo","lim","-","limi",297,"limi","lim","-",0,1,"-"
"1766","limitare","limito",5042,"limito","limit","-","are","limit","-","limita",27678,"limita","limit","-","limitiamo",2351,"limitiamo","limit","-","limiti",3381,"limiti","limit","-",0,1,"-"
"1767","linciare","lincio",11,"lintSo","lintS","tS","are","lintS","tS","lincia",36,"lintSa","lintS","tS","linciamo",7,"lintSamo","lintS","tS","linci",245,"lintSi","lintS","tS",0,1,"-"
"1768","liquidare","liquido",265,"liquido","liquid","-","are","liquid","-","liquida",2361,"liquida","liquid","-","liquidiamo",42,"liquidiamo","liquid","-","liquidi",79,"liquidi","liquid","-",0,1,"-"
"1769","lisciare","liscio",26,"liSSo","liSS","-","are","liSS","-","liscia",719,"liSSa","liSS","-","lisciamo",8,"liSSamo","liSS","-","lisci",218,"liSSi","liSS","-",0,1,"-"
"1770","litigare","litigo",268,"litigo","litig","g","are","litig","g","litiga",1595,"litiga","litig","g","litighiamo",411,"litigiamo","litig","g","litighi",119,"litigi","litig","g",0,1,"-"
"1771","livellare","livello",85,"livello","livell","-","are","livell","-","livella",433,"livella","livell","-","livelliamo",6,"livelliamo","livell","-","livelli",46,"livelli","livell","-",0,1,"-"
"1772","localizzare","localizzo",6,"lokalizzo","lokalizz","-","are","lokalizz","-","localizza",494,"lokalizza","lokalizz","-","localizziamo",14,"lokalizziamo","lokalizz","-","localizzi",29,"lokalizzi","lokalizz","-",0,1,"-"
"1773","lodare","lodo",789,"lodo","lod","-","are","lod","-","loda",1533,"loda","lod","-","lodiamo",225,"lodiamo","lod","-","lodi",630,"lodi","lod","-",0,1,"-"
"1774","logorare","logoro",91,"logoro","logor","-","are","logor","-","logora",522,"logora","logor","-","logoriamo",12,"logoriamo","logor","-","logori",87,"logori","logor","-",0,1,"-"
"1775","lottare","lotto",2895,"lotto","lott","-","are","lott","-","lotta",587,"lotta","lott","-","lottiamo",694,"lottiamo","lott","-","lotti",717,"lotti","lott","-",0,1,"-"
"1776","lucidare","lucido",650,"lutSido","lutSid","-","are","lutSid","-","lucida",652,"lutSida","lutSid","-","lucidiamo",6,"lutSidiamo","lutSid","-","lucidi",431,"lutSidi","lutSid","-",0,1,"-"
"1777","lusingare","lusingo",58,"lusingo","lusing","ng","are","lusing","ng","lusinga",491,"lusinga","lusing","ng","lusinghiamo",15,"lusingiamo","lusing","ng","lusinghi",68,"lusingi","lusing","ng",0,1,"-"
"1778","macchiare","macchio",34,"makkio","makki","-","are","makki","-","macchia",981,"makkia","makki","-","macchiamo",15,"makkiamo","makki","-","macchi",139,"makki","makk","k",0,1,"-"
"1779","macellare","macello",28,"matSello","matSell","-","are","matSell","-","macella",89,"matSella","matSell","-","macelliamo",25,"matSelliamo","matSell","-","macelli",62,"matSelli","matSell","-",0,1,"-"
"1780","macerare","macero",23,"matSero","matSer","-","are","matSer","-","macera",95,"matSera","matSer","-","maceriamo",3,"matSeriamo","matSer","-","maceri",18,"matSeri","matSer","-",0,1,"-"
"1781","macinare","macino",28,"matSino","matSin","-","are","matSin","-","macina",562,"matSina","matSin","-","maciniamo",44,"matSiniamo","matSin","-","macini",20,"matSini","matSin","-",0,1,"-"
"1782","magnificare","magnifico",373,"maNNifiko","maNNifik","k","are","maNNifik","k","magnifica",441,"maNNifika","maNNifik","k","magnifichiamo",12,"maNNifikiamo","maNNifik","k","magnifichi",26,"maNNifiki","maNNifik","k",0,1,"-"
"1783","maltrattare","maltratto",31,"maltratto","maltratt","-","are","maltratt","-","maltratta",676,"maltratta","maltratt","-","maltrattiamo",15,"maltrattiamo","maltratt","-","maltratti",79,"maltratti","maltratt","-",0,1,"-"
"1784","mancare","manco",729,"manko","mank","k","are","mank","k","manca",67450,"manka","mank","k","manchiamo",356,"mankiamo","mank","k","manchi",6504,"manki","mank","k",0,1,"-"
"1785","mandare","mando",9277,"mando","mand","-","are","mand","-","manda",18271,"manda","mand","-","mandiamo",1682,"mandiamo","mand","-","mandi",4421,"mandi","mand","-",0,1,"-"
"1787","maneggiare","maneggio",354,"maneddGo","maneddG","dG","are","maneddG","dG","maneggia",537,"maneddGa","maneddG","dG","maneggiamo",43,"maneddGamo","maneddG","dG","maneggi",111,"maneddGi","maneddG","dG",0,1,"-"
"1788","mangiare","mangio",4503,"mandGo","mandG","dG","are","mandG","dG","mangia",17919,"mandGa","mandG","dG","mangiamo",3076,"mandGamo","mandG","dG","mangi",3529,"mandGi","mandG","dG",0,1,"-"
"1789","manifestare","manifesto",1257,"manifesto","manifest","-","are","manifest","-","manifesta",25647,"manifesta","manifest","-","manifestiamo",417,"manifestiamo","manifest","-","manifesti",3133,"manifesti","manifest","-",0,1,"-"
"1792","manipolare","manipolo",11,"manipolo","manipol","-","are","manipol","-","manipola",878,"manipola","manipol","-","manipoliamo",28,"manipoliamo","manipol","-","manipoli",74,"manipoli","manipol","-",0,1,"-"
"1793","manovrare","manovro",16,"manovro","manovr","-","are","manovr","-","manovra",1981,"manovra","manovr","-","manovriamo",6,"manovriamo","manovr","-","manovri",29,"manovri","manovr","-",0,1,"-"
"1794","marcare","marco",107,"marko","mark","k","are","mark","k","marca",3199,"marka","mark","k","marchiamo",22,"markiamo","mark","k","marchi",56,"marki","mark","k",0,1,"-"
"1795","marchiare","marchio",15,"markio","marki","-","are","marki","-","marchia",157,"markia","marki","-","marchiamo",22,"markiamo","marki","-","marchi",56,"marki","mark","k",0,1,"-"
"1796","marciare","marcio",192,"martSo","martS","tS","are","martS","tS","marcia",375,"martSa","martS","tS","marciamo",105,"martSamo","martS","tS","marci",135,"martSi","martS","tS",0,1,"-"
"1797","martellare","martello",583,"martello","martell","-","are","martell","-","martella",326,"martella","martell","-","martelliamo",3,"martelliamo","martell","-","martelli",148,"martelli","martell","-",0,1,"-"
"1798","mascherare","maschero",40,"maskero","masker","-","are","masker","-","maschera",959,"maskera","masker","-","mascheriamo",27,"maskeriamo","masker","-","mascheri",83,"maskeri","masker","-",0,1,"-"
"1799","massacrare","massacro",20,"massakro","massakr","-","are","massakr","-","massacra",506,"massakra","massakr","-","massacriamo",54,"massakriamo","massakr","-","massacri",91,"massakri","massakr","-",0,1,"-"
"1800","massaggiare","massaggio",383,"massaddGo","massaddG","dG","are","massaddG","dG","massaggia",258,"massaddGa","massaddG","dG","massaggiamo",5,"massaddGamo","massaddG","dG","massaggi",565,"massaddGi","massaddG","dG",0,1,"-"
"1801","masticare","mastico",360,"mastiko","mastik","k","are","mastik","k","mastica",826,"mastika","mastik","k","mastichiamo",28,"mastikiamo","mastik","k","mastichi",128,"mastiki","mastik","k",0,1,"-"
"1802","masturbare","masturbo",120,"masturbo","masturb","-","are","masturb","-","masturba",219,"masturba","masturb","-","masturbiamo",16,"masturbiamo","masturb","-","masturbi",59,"masturbi","masturb","-",0,1,"-"
